DATE,TIME,ADDRESS,MUNICIPALITY,CRIME
7/14/2018,0:45,919 West 4th St,PLAINFIELD,AGGRAVATED ASSAULT
7/14/2018,0:50,736 East 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/14/2018,1:13,208 West Front St,PLAINFIELD,ROBBERY - KNIFE - MISCELLANEOUS
7/14/2018,4:16,439 East 6th St,PLAINFIELD,CRIMINAL MISCHIEF
7/14/2018,6:54,1350 Myrtle Av,PLAINFIELD,STOLEN AUTOMOBILE
7/14/2018,9:17,406 Stelle Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/14/2018,10:15,Monmouth County Jail,OTHER,OFFENSES NOT COVERED BY OTHER CLASSES
7/14/2018,12:05,1316 West 3rd St,PLAINFIELD,MISSING MINOR
7/14/2018,14:18,569 West 3rd St,PLAINFIELD,SIMPLE ASSAULT
7/14/2018,14:19,836 Leland Av,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
7/14/2018,15:35,108 Watchung Av,PLAINFIELD,LARCENY UNDER $50 - OTHER
7/14/2018,15:43,1227 East Front St,PLAINFIELD,SIMPLE ASSAULT
7/14/2018,17:01,280 Chelsea Blvd,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/14/2018,20:35,Nj/union County,OTHER,OFFENSES NOT COVERED BY OTHER CLASSES
7/14/2018,21:19,249 East Front St,PLAINFIELD,ROBBERY - STRONG ARM - MISCELLANEOUS
7/14/2018,23:14,800 West 3rd St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
7/15/2018,0:40,668-670 West 4th St,PLAINFIELD,AGGRAVATED ASSAULT
7/15/2018,7:45,750 East Front St,PLAINFIELD,SIMPLE ASSAULT
7/15/2018,16:15,801 Hillside Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/15/2018,21:34,921 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/16/2018,2:50,300 Plainfield Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/16/2018,11:17,1364 Park Av,PLAINFIELD,FRAUD
7/16/2018,12:22,226 East Front St,PLAINFIELD,LARCENY UNDER $50 - FROM BUILDINGS
7/16/2018,12:39,East 6th St && Richmond St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/16/2018,12:40,232 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/16/2018,14:33,121 Oxford Pl,PLAINFIELD,SIMPLE ASSAULT
7/16/2018,16:25,1227 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/16/2018,16:53,200 New St,PLAINFIELD,LRCNY BTWN $50 & $200 - PICKPOCKET
7/16/2018,20:23,,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/16/2018,20:47,East 2nd St && Watchung Av,PLAINFIELD,SIMPLE ASSAULT
7/16/2018,23:47,1007 Watchung Av,PLAINFIELD,POSSESSION OF MARIJUANA
7/17/2018,0:00,738 West 4th St,PLAINFIELD,MISSING MINOR
7/17/2018,1:07,418 John St,PLAINFIELD,SIMPLE ASSAULT
7/17/2018,2:39,1201 East Front St,PLAINFIELD,SIMPLE ASSAULT
7/17/2018,9:18,111 East 9th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/17/2018,10:33,1085 Plainfield Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/17/2018,10:58,111 East 9th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/17/2018,11:20,768 Woodland Av,PLAINFIELD,ASSAULT - FIREARM
7/17/2018,17:04,1040 West Front St,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
7/17/2018,19:17,249 East Front St,PLAINFIELD,ROBBERY - STRONG ARM - MISCELLANEOUS
7/17/2018,19:35,831 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/17/2018,22:07,Park Av && Woodbine Av,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
7/18/2018,10:37,1080 Rahway Rd,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/18/2018,10:58,427 Darrow Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/18/2018,13:30,621 Berkeley Av,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
7/18/2018,17:19,346 Franklin Pl,PLAINFIELD,SIMPLE ASSAULT
7/18/2018,18:00,1290 Cambridge Av,PLAINFIELD,LARCENY OVER $200 - OTHER
7/18/2018,18:54,1218 Central Av,PLAINFIELD,LARCENY UNDER $50 - OTHER
7/18/2018,19:02,Park Av && West 2nd St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
7/18/2018,19:52,1622 West Front St,PLAINFIELD,FRAUD
7/18/2018,20:35,Arlington Av && West 5th St,PLAINFIELD,FAMILY OFFENSES
7/19/2018,0:31,511 Field Av,PLAINFIELD,SIMPLE ASSAULT
7/19/2018,9:12,Clinton Av && West Front St,PLAINFIELD,STOLEN AUTOMOBILE
7/19/2018,12:00,737 Pemberton Av,PLAINFIELD,FORCIBLE ENTRY - RESIDENCE - UNKNOWN
7/19/2018,12:31,735 Pemberton Av,PLAINFIELD,CRIMINAL MISCHIEF
7/19/2018,12:43,950 Sherman Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/19/2018,13:07,1214 West 7th St,PLAINFIELD,FORCIBLE ENTRY - NONRESIDENCE - UNKNOWN
7/19/2018,13:55,289 Watson Av,PLAINFIELD,LARCENY OVER $200 - OTHER
7/19/2018,15:48,1600 Mabel St,PLAINFIELD,FRAUD
7/19/2018,16:30,217 East 7th St,PLAINFIELD,DISORDERLY CONDUCT
7/19/2018,16:55,604 Berckman St,PLAINFIELD,AGGRAVATED ASSAULT
7/19/2018,17:28,52 Sandford Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/19/2018,18:24,643 East 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/19/2018,20:33,816 Hillside Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/19/2018,22:21,325 West Front St,PLAINFIELD,AGGRAVATED ASSAULT
7/19/2018,22:25,744 West 4th St,PLAINFIELD,CRIMINAL MISCHIEF
7/20/2018,7:30,920 Park Av,PLAINFIELD,STOLEN TRUCK OR BUS
7/20/2018,9:28,322 Franklin Pl,PLAINFIELD,MISSING ADULT
7/20/2018,11:20,1359 Milton Pl,PLAINFIELD,MISSING MINOR
7/20/2018,11:52,600 Cleveland Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/20/2018,13:08,600 Cleveland Av,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
7/20/2018,14:26,315 Central Av,PLAINFIELD,CRIMINAL MISCHIEF
7/20/2018,19:36,Park Av && West 4th St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
7/20/2018,20:51,1000 East 2nd St,PLAINFIELD,POSSESSION OF MARIJUANA
7/20/2018,22:10,500 West 3rd St,PLAINFIELD,LARCENY UNDER $50 - AUTO PARTS & ACCESS
7/20/2018,22:41,327 Stebbins Pl,PLAINFIELD,DISORDERLY CONDUCT
7/21/2018,0:08,205 Liberty St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/21/2018,1:19,Washington Av && West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/21/2018,10:50,414 Liberty St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/21/2018,13:56,Central Av && West Front St,PLAINFIELD,SIMPLE ASSAULT
7/21/2018,19:56,607 Park Av,PLAINFIELD,SIMPLE ASSAULT
7/21/2018,21:35,1112 West 3rd St,PLAINFIELD,UNLAWFUL ENTRY - RESIDENCE - DAY
7/21/2018,23:14,400 West Front St,PLAINFIELD,SIMPLE ASSAULT
7/21/2018,23:36,635 East 6th St,PLAINFIELD,SIMPLE ASSAULT
7/22/2018,0:55,158 East 2nd St,PLAINFIELD,CRIMINAL MISCHIEF
7/22/2018,2:39,600 Stelle Av,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
7/22/2018,4:13,461 West Front St,PLAINFIELD,ROBBERY - STRONG ARM - HIGHWAY
7/22/2018,7:14,755 West Front St,PLAINFIELD,LARCENY UNDER $50 - OTHER
7/22/2018,7:14,706 West 4th St,PLAINFIELD,CRIMINAL MISCHIEF
7/22/2018,9:36,153 East 4th St,PLAINFIELD,CRIMINAL MISCHIEF
7/22/2018,10:48,130 West Front St,PLAINFIELD,CRIMINAL MISCHIEF
7/22/2018,12:17,1227 East Front St,PLAINFIELD,SIMPLE ASSAULT
7/22/2018,13:19,301 Arlington Av,PLAINFIELD,CRIMINAL MISCHIEF
7/22/2018,15:22,9 Madison Av,PLAINFIELD,CRIMINAL MISCHIEF
7/22/2018,17:07,233 Emerson Av,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
7/22/2018,18:15,521 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/22/2018,18:26,1251 Milton Pl,PLAINFIELD,SIMPLE ASSAULT
7/22/2018,19:26,65 Laramie Rd,PLAINFIELD,POSSESSION OF MARIJUANA
7/22/2018,20:01,1000 Myrtle Av,PLAINFIELD,SIMPLE ASSAULT
7/22/2018,20:29,65 Laramie Rd,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/22/2018,20:31,638 East 6th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/22/2018,22:34,139 East 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/23/2018,9:06,920 Park Av,PLAINFIELD,STOLEN TRUCK OR BUS
7/23/2018,11:51,178 East Front St,PLAINFIELD,CRIMINAL MISCHIEF
7/23/2018,20:02,332 East Front St,PLAINFIELD,AGGRAVATED ASSAULT
7/23/2018,21:03,1125 South Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/23/2018,22:50,120 Randolph Rd,PLAINFIELD,SIMPLE ASSAULT
7/24/2018,0:08,100 West Front St,PLAINFIELD,LARCENY OVER $200 - PICK-POCKET
7/24/2018,3:25,429 Watchung Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/24/2018,7:42,1418 Martine Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/24/2018,9:20,330 East Front St,PLAINFIELD,CRIMINAL MISCHIEF
7/24/2018,21:55,New St && West Front St,PLAINFIELD,SIMPLE ASSAULT
7/25/2018,13:18,1209 West Front St,PLAINFIELD,LARCENY OVER $200 - OTHER
7/25/2018,13:59,65 Westervelt Av,PLAINFIELD,SIMPLE ASSAULT
7/25/2018,15:16,631 Brookside Pl,PLAINFIELD,CRIMINAL MISCHIEF
7/25/2018,17:21,24 Woodbine Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/25/2018,17:26,747 South 2nd St,PLAINFIELD,LARCENY UNDER $50 - OTHER
7/25/2018,17:47,1622 West Front St,PLAINFIELD,FRAUD
7/25/2018,18:29,200 North Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/26/2018,0:19,,OTHER,OFFENSES NOT COVERED BY OTHER CLASSES
7/26/2018,9:15,520 Central Av,PLAINFIELD,MISSING ADULT
7/26/2018,10:32,Watchung Av && Woodland Av,PLAINFIELD,SIMPLE ASSAULT
7/26/2018,10:49,1458 South End Pkwy,PLAINFIELD,STOLEN AUTOMOBILE
7/26/2018,11:11,120 Depot Pk,PLAINFIELD,CRIMINAL MISCHIEF
7/26/2018,15:23,628 Terrill Rd,PLAINFIELD,MISSING ADULT
7/26/2018,16:17,400 East 6th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/26/2018,16:54,400 East 6th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/26/2018,17:55,1121 West 6th St,PLAINFIELD,CRIMINAL MISCHIEF
7/26/2018,19:36,802 East Front St,PLAINFIELD,MISSING MINOR
7/26/2018,20:05,Madison Av && West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/26/2018,21:30,Park Av && West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/26/2018,23:25,300 New St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/26/2018,23:49,819 George St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/26/2018,23:56,715 Woodland Av,PLAINFIELD,CRIMINAL MISCHIEF
7/27/2018,0:12,517 East 6th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/27/2018,0:19,1348 South End Pkwy,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/27/2018,0:26,,OTHER,OFFENSES NOT COVERED BY OTHER CLASSES
7/27/2018,2:12,224 East 9th St,PLAINFIELD,MISSING MINOR
7/27/2018,3:51,910 Madison Av,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
7/27/2018,5:50,1000 South 2nd St,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
7/27/2018,6:06,998 Kenyon Av,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
7/27/2018,7:29,1041 Field Av,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
7/27/2018,7:48,631 Sheridan Av,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM AUTOS
7/27/2018,10:50,911 South Av,PLAINFIELD,LRCNY BTWN $50 & $200 - SHOPLIFTING
7/27/2018,11:59,705 South Av,PLAINFIELD,CRIMINAL MISCHIEF
7/27/2018,12:07,East 2nd St && Watchung Av,PLAINFIELD,ASSAULT - OTHER DANGEROUS WEAPON
7/27/2018,13:03,224 East 9th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/27/2018,13:12,808 East 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/27/2018,17:38,323 West 9th St,PLAINFIELD,FRAUD
7/27/2018,21:01,339 Park Av,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
7/28/2018,7:23,100 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/28/2018,8:50,1330 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/28/2018,10:03,139 East 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/28/2018,10:15,139 East 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/28/2018,10:46,981 West 4th St,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
7/28/2018,15:01,1311 South 2nd St,PLAINFIELD,SIMPLE ASSAULT
7/28/2018,15:10,750 Webster Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/28/2018,16:40,755 West Front St,PLAINFIELD,FRAUD
7/28/2018,17:02,422 West 6th St,PLAINFIELD,UNLAWFUL ENTRY - RESIDENCE - DAY
7/28/2018,18:57,303 Orange Pl,PLAINFIELD,CRIMINAL MISCHIEF
7/28/2018,19:22,251 Johnston Av,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
7/28/2018,20:15,301 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/28/2018,20:37,828 St Marys Av,PLAINFIELD,FORCIBLE ENTRY - RESIDENCE - UNKNOWN
7/28/2018,23:31,1020 West 7th St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
7/29/2018,1:16,501 West 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/29/2018,1:44,1200 South Av,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
7/29/2018,5:53,1021 West 4th St,PLAINFIELD,SIMPLE ASSAULT
7/29/2018,14:35,1011 South 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/29/2018,19:55,825 Park Av,PLAINFIELD,CRIMINAL MISCHIEF
7/29/2018,21:35,661 West 8th St,PLAINFIELD,UNLAWFUL ENTRY - NONRESIDENCE - NIGHT
7/30/2018,0:27,1359 Milton Pl,PLAINFIELD,MISSING MINOR
7/30/2018,0:39,214 East 9th St,PLAINFIELD,SIMPLE ASSAULT
7/30/2018,6:56,713 West 3rd St,PLAINFIELD,STOLEN AUTOMOBILE
7/30/2018,8:19,1049 Central Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/30/2018,9:16,1115 Helene Av,PLAINFIELD,MISSING ADULT
7/30/2018,10:09,709 Kensington Av,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
7/30/2018,10:24,1447 Summer Av,PLAINFIELD,AGGRAVATED ASSAULT
7/30/2018,11:53,209 West 8th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/30/2018,13:02,129 Johnston Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/30/2018,18:09,238 Leland Av,PLAINFIELD,STOLEN AUTOMOBILE
7/30/2018,20:29,100 New St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
7/31/2018,9:45,510 East Front St,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM BUILDINGS
7/31/2018,11:49,204 Clinton Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/31/2018,14:47,968 West 5th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
7/31/2018,15:32,360 Emerson Av,PLAINFIELD,FRAUD
7/31/2018,15:39,1739 West Front St,PLAINFIELD,FORCIBLE ENTRY - RESIDENCE - UNKNOWN
7/31/2018,16:01,648 South Av,PLAINFIELD,FAMILY OFFENSES
7/31/2018,18:15,117 Crescent Av,PLAINFIELD,LARCENY UNDER $50 - FROM BUILDINGS
7/31/2018,18:37,East 5th St && Roosevelt Av,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
7/31/2018,22:34,515 West 7th St,PLAINFIELD,POSSESSION OF MARIJUANA
8/1/2018,0:12,132-134 East 6th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/1/2018,3:51,111 East Front St,PLAINFIELD,SIMPLE ASSAULT
8/1/2018,11:42,1340 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/1/2018,11:54,Madison Av && West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/1/2018,12:28,205 Liberty St,PLAINFIELD,FRAUD
8/1/2018,12:46,334 Garfield Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/1/2018,14:59,1150 South Av,PLAINFIELD,FRAUD
8/1/2018,16:00,1150 South Av,PLAINFIELD,LARCENY UNDER $50 - OTHER
8/1/2018,16:48,1041 South Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/1/2018,16:49,1257 George St,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
8/1/2018,18:52,1218 West Front St,PLAINFIELD,LRCNY BTWN $50 & $200 - BICYCLES
8/1/2018,22:06,327 Stebbins Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/2/2018,3:22,1010 Park Av,PLAINFIELD,FORCIBLE ENTRY - NONRESIDENCE - NIGHT
8/2/2018,7:07,767 North Av,PLAINFIELD,FORCIBLE ENTRY - NONRESIDENCE - NIGHT
8/2/2018,7:38,835 Field Av,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
8/2/2018,9:06,130 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/2/2018,9:39,817 Carlton Av,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
8/2/2018,9:47,507 Madison Av,PLAINFIELD,LARCENY UNDER $50 - FROM AUTOS
8/2/2018,10:18,208 West Front St,PLAINFIELD,LARCENY UNDER $50 - FROM BUILDINGS
8/2/2018,11:59,1214 Clinton Pl,PLAINFIELD,MISSING ADULT
8/2/2018,12:14,950 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/2/2018,13:01,1209 Radcliffe Pl,PLAINFIELD,LARCENY UNDER $50 - OTHER
8/2/2018,13:09,1003 West 4th St,PLAINFIELD,FORCIBLE ENTRY - NONRESIDENCE - UNKNOWN
8/2/2018,16:09,1400 Woodland Av,PLAINFIELD,SIMPLE ASSAULT
8/2/2018,16:36,628 Terrill Rd,PLAINFIELD,MISSING ADULT
8/2/2018,18:03,Halsey St && West 4th St,PLAINFIELD,ASSAULT - FIREARM
8/2/2018,19:29,332 East Front St,PLAINFIELD,POSSESSION OF MARIJUANA
8/2/2018,21:37,412 New St,PLAINFIELD,ASSAULT - FIREARM
8/2/2018,21:53,1147 South Av,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
8/3/2018,10:30,Grant Av && West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/3/2018,10:54,Berckman St && East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/3/2018,12:35,700 Irving Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/3/2018,13:03,833 West 3rd St,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM AUTOS
8/3/2018,18:22,East 3rd St && Roosevelt Av,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
8/3/2018,20:10,202 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/3/2018,20:11,Somerset County,OTHER,OFFENSES NOT COVERED BY OTHER CLASSES
8/3/2018,21:13,Madison Av && West 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/4/2018,0:08,100 East 7th St,PLAINFIELD,DISORDERLY CONDUCT
8/4/2018,3:44,901 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/4/2018,3:49,1144 South Av,PLAINFIELD,LARCENY UNDER $50 - SHOPLIFTING
8/4/2018,10:36,150 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/4/2018,11:14,10 Watchung Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/4/2018,12:02,600 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/4/2018,12:10,327 East 5th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/4/2018,12:13,905 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/4/2018,12:44,921 Watchung Av,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
8/4/2018,15:03,515 Central Av,PLAINFIELD,MISSING MINOR
8/4/2018,18:48,Lee Pl && South 2nd St,PLAINFIELD,ASSAULT - FIREARM
8/4/2018,19:12,Lee Pl && South 2nd St,PLAINFIELD,ASSAULT - FIREARM
8/5/2018,0:44,326 Mcdowell St,PLAINFIELD,SIMPLE ASSAULT
8/5/2018,1:07,234 West Front St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
8/5/2018,4:11,940 West Front St,PLAINFIELD,SIMPLE ASSAULT
8/5/2018,5:09,940 West Front St,PLAINFIELD,SIMPLE ASSAULT
8/5/2018,6:44,416 Lee Pl,PLAINFIELD,ARSON
8/5/2018,7:33,472 West Front St,PLAINFIELD,LARCENY UNDER $50 - SHOPLIFTING
8/5/2018,7:58,712 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/5/2018,13:32,600 West 4th St,PLAINFIELD,DISORDERLY CONDUCT
8/5/2018,13:41,829 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/5/2018,18:19,Arlington Av && West 5th St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
8/5/2018,19:04,1200 South Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/5/2018,19:06,1340 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/5/2018,21:52,600 Park Av,PLAINFIELD,LARCENY OVER $200 - OTHER
8/6/2018,1:32,254 Netherwood Av,PLAINFIELD,SIMPLE ASSAULT
8/6/2018,8:30,1227 East Front St,PLAINFIELD,CRIMINAL MISCHIEF
8/6/2018,10:35,839 East Front St,PLAINFIELD,FRAUD
8/6/2018,10:56,Madison Av && West 8th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/6/2018,11:30,730 Park Av,PLAINFIELD,POSSESSION OF MARIJUANA
8/6/2018,11:33,1027 Myrtle Av,PLAINFIELD,FORCIBLE ENTRY - RESIDENCE - UNKNOWN
8/6/2018,12:26,501 West 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/6/2018,14:00,655 East 7th St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
8/6/2018,19:25,916 Lewis Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/6/2018,21:30,325 Mcdowell St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/6/2018,22:20,600 Park Av,PLAINFIELD,SIMPLE ASSAULT
8/7/2018,2:05,909 Park Av,PLAINFIELD,MISSING MINOR
8/7/2018,2:47,600 South 2nd St,PLAINFIELD,POSSESSION OF MARIJUANA
8/7/2018,7:16,41 Woodbine Av,PLAINFIELD,STOLEN AUTOMOBILE
8/7/2018,21:11,686 West Front St,PLAINFIELD,SIMPLE ASSAULT
8/8/2018,11:50,116 Pineview Ter,PLAINFIELD,FRAUD
8/8/2018,14:15,426 Watchung Av,PLAINFIELD,POSSESSION OF DANGEROUS NON-NARCOTIC
8/8/2018,15:56,100 East 5th St,PLAINFIELD,AGGRAVATED ASSAULT
8/8/2018,16:58,522 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/8/2018,19:55,522 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/8/2018,21:18,927 West 3rd St,PLAINFIELD,SALE/MANUFACTURE OF OPIUM/COCAINE/DERIV
8/8/2018,22:36,215 West Front St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
8/9/2018,8:42,977 West 4th St,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
8/9/2018,10:41,200 Leslie Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/9/2018,12:08,219 East 5th St,PLAINFIELD,POSSESSION OF MARIJUANA
8/9/2018,14:59,809 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/9/2018,18:13,733 West 4th St,PLAINFIELD,SIMPLE ASSAULT
8/9/2018,18:50,950 Park Av,PLAINFIELD,DISORDERLY CONDUCT
8/9/2018,21:25,735 Park Av,PLAINFIELD,LARCENY OVER $200 - BICYCLE
8/9/2018,22:29,700 West 7th St,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM BUILDINGS
8/10/2018,0:28,Grant Av && West 3rd St,PLAINFIELD,POSSESSION OF DANGEROUS NON-NARCOTIC
8/10/2018,6:21,813-825 North Av,PLAINFIELD,FORCIBLE ENTRY - NONRESIDENCE - UNKNOWN
8/10/2018,10:01,1119 Kensington Av,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
8/10/2018,10:07,305 Emerson Av,PLAINFIELD,CRIMINAL MISCHIEF
